                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 2.0635,                 2.0687,                0.96552,                0.91329,                0.70977,                0.81753,                0.60746,                0.24888,                0.70977,                0.81753,                 0.6529,                0.17841,                 2.3586,                 2.1197,                 1.1524,                 1.0527,              0.0015882,              0.0015882,              0.0015882
                    106,                 2.0154,                 2.1191,                 1.0092,                0.89922,                 0.7107,                 0.8208,                0.65244,                0.28751,                0.65696,                0.66667,                0.51297,                0.11806,                 2.2806,                 2.0446,                 1.0246,                 1.0452,              0.0015842,              0.0015842,              0.0015842
                    107,                 1.9432,                 2.0266,                0.97902,                0.89216,                0.84691,                      1,                0.92357,                0.37784,                0.84691,                      1,                0.92357,                0.27407,                 2.1607,                 1.9547,                 1.1238,                  1.032,              0.0015802,              0.0015802,              0.0015802
                    108,                  1.916,                 2.0699,                0.92454,                0.89866,                0.85375,                0.97626,                0.97214,                0.37354,                0.85375,                0.97626,                0.94786,                0.21916,                 2.1887,                 2.1024,                 1.0182,                 1.0102,              0.0015763,              0.0015763,              0.0015763
                    109,                 2.0207,                 2.0534,                0.97599,                 0.8817,                0.85625,                0.99373,                0.97214,                0.36705,                0.85625,                0.99373,                0.94786,                0.21956,                 2.1784,                 2.4286,                0.97269,                0.99044,              0.0015723,              0.0015723,              0.0015723
                    110,                 1.9681,                 2.0062,                0.94014,                0.89668,                 0.8323,                0.83333,                0.82178,                0.28956,                0.56538,                0.66667,                0.43761,                0.15277,                  2.243,                 2.6079,                 1.0558,                 1.0271,              0.0015684,              0.0015684,              0.0015684
                    111,                 1.9098,                 2.0422,                0.94759,                0.86653,                0.85461,                0.98229,                0.97214,                0.31762,                0.78877,                0.62922,                0.69716,                0.17289,                 2.4384,                 2.5095,                 0.9956,                 1.0513,              0.0015644,              0.0015644,              0.0015644
                    112,                 1.9814,                 2.1447,                0.99142,                 0.9063,                0.84746,                      1,                  0.995,                0.24943,                0.47476,                0.33333,                0.30306,                0.13096,                 2.5595,                 1.9644,                 1.1004,                 1.1196,              0.0015604,              0.0015604,              0.0015604
                    113,                 1.8982,                 1.9914,                 1.0602,                0.88204,                0.98474,                      1,                  0.995,                0.26767,                0.47777,                0.33333,                0.37193,                0.07842,                 2.5332,                 1.9262,                  1.066,                 1.1237,              0.0015565,              0.0015565,              0.0015565
                    114,                 2.0823,                 2.0217,                0.98763,                0.91294,                0.97951,                0.83333,                0.84574,                0.29772,                0.97951,                0.83333,                0.94167,                0.28688,                  2.424,                 1.9316,                 1.2198,                 1.0326,              0.0015525,              0.0015525,              0.0015525
                    115,                 2.0339,                 1.9452,                 1.0549,                0.88601,                      1,                0.99029,                  0.995,                0.30403,                0.97755,                0.83333,                0.94167,                 0.4241,                 2.3754,                 2.0871,                 1.2247,                 1.0192,              0.0015486,              0.0015486,              0.0015486
                    116,                 2.1199,                 2.4056,                 1.0345,                0.89879,                0.84306,                      1,                0.94786,                0.31481,                0.63129,                0.66667,                0.60083,                0.24346,                  2.342,                 1.8779,                 1.1224,                 1.0603,              0.0015446,              0.0015446,              0.0015446
                    117,                 2.0235,                 2.1301,                0.92825,                0.89185,                0.68813,                0.83333,                 0.6601,                0.26223,                0.68813,                0.83333,                0.71936,                0.21738,                 2.6186,                 1.9515,                 1.3998,                 1.1346,              0.0015406,              0.0015406,              0.0015406
                    118,                 2.0689,                 2.2334,                 1.0447,                0.91178,                0.82578,                0.79559,                0.91333,                 0.2141,                0.52619,                0.83333,                0.61903,                0.14437,                 2.7506,                 1.9688,                 1.2329,                  1.145,              0.0015367,              0.0015367,              0.0015367
                    119,                 2.1336,                 2.1784,                0.94945,                0.92882,                      1,                0.94658,                  0.995,                0.26602,                0.69256,                0.83333,                0.70138,                0.15784,                 2.6473,                 2.1529,                 1.2122,                 1.1231,              0.0015327,              0.0015327,              0.0015327
                    120,                      2,                 2.3033,                0.97986,                0.88662,                      1,                0.98171,                  0.995,                0.24175,                0.69268,                0.83333,                0.70138,                 0.2091,                 2.5684,                 1.9878,                 1.1242,                 1.0786,              0.0015288,              0.0015288,              0.0015288
                    121,                 1.9543,                 2.2195,                0.93701,                0.87773,                0.83295,                0.83141,                0.81933,                0.28386,                0.78026,                0.66667,                0.61126,                 0.1788,                 2.5931,                 1.9588,                 1.0958,                 1.0572,              0.0015248,              0.0015248,              0.0015248
                    122,                 2.0438,                 2.3401,                0.95455,                0.89992,                0.83122,                0.83333,                0.78311,                0.25627,                0.59534,                    0.5,                 0.5366,                0.19176,                 2.5378,                 1.9692,                 1.0934,                 1.0614,              0.0015208,              0.0015208,              0.0015208
                    123,                 1.8818,                 1.9766,                 0.8774,                0.90769,                0.83051,                0.83333,                0.81583,                0.22396,                0.70395,                    0.5,                 0.6097,                0.21366,                 2.5599,                 2.3053,                 1.1385,                 1.0962,              0.0015169,              0.0015169,              0.0015169
                    124,                 1.9361,                 2.0917,                0.95645,                0.91119,                0.77525,                0.66667,                  0.752,                0.21183,                      1,                 0.6563,                0.78757,                0.21041,                 2.4168,                  2.192,                 1.0508,                 1.0628,              0.0015129,              0.0015129,              0.0015129
                    125,                 1.8038,                 1.9579,                0.87228,                0.89606,                0.60672,                    0.5,                0.47155,                0.21972,                      1,                 0.6523,                0.76872,                0.18534,                 2.5002,                  2.049,                 1.0779,                 1.0717,               0.001509,               0.001509,               0.001509
                    126,                 1.6835,                  1.853,                0.80861,                0.87278,                0.97465,                0.83333,                0.83889,                0.25002,                0.77972,                0.66667,                0.71896,                0.28793,                 2.5819,                  2.008,                 1.2373,                 1.0819,               0.001505,               0.001505,               0.001505
                    127,                 1.9212,                   2.08,                0.89776,                0.90169,                0.97089,                0.83333,                 0.8398,                0.24301,                0.70823,                0.81216,                0.77529,                0.23863,                 2.4968,                 1.9918,                  1.254,                 1.0994,               0.001501,               0.001501,               0.001501
                    128,                 1.8726,                 2.1246,                0.93333,                0.90692,                0.97102,                0.83333,                0.83892,                 0.2097,                0.97102,                0.83333,                  0.955,                0.26764,                 2.5139,                 1.6064,                 1.2614,                 1.0934,              0.0014971,              0.0014971,              0.0014971
                    129,                 1.9971,                  2.098,                 1.0121,                0.91764,                0.98017,                0.83333,                0.97214,                0.18978,                0.98017,                0.83333,                0.97214,                0.34345,                 2.6682,                 1.5759,                 1.2608,                 1.1167,              0.0014931,              0.0014931,              0.0014931
                    130,                 1.9703,                  2.077,                 0.9112,                0.89642,                      1,                0.99645,                  0.995,                0.27903,                0.56601,                0.66667,                0.52798,                0.10441,                 2.4627,                 1.6467,                  1.076,                 1.1062,              0.0014892,              0.0014892,              0.0014892
                    131,                 1.7459,                 1.9169,                  0.893,                  0.894,                0.85544,                0.98807,                0.94786,                 0.4107,                 0.7123,                0.82638,                 0.8117,                0.31534,                 2.1732,                 1.7469,                 1.0551,                 1.0457,              0.0014852,              0.0014852,              0.0014852
                    132,                  1.943,                 2.2329,                0.92886,                0.87027,                0.99447,                      1,                  0.995,                0.37282,                0.85458,                0.98207,                0.94786,                0.24112,                 2.2681,                 1.8757,                 1.0551,                 1.0868,              0.0014812,              0.0014812,              0.0014812
                    133,                 1.8173,                 2.0231,                0.80846,                 0.8628,                0.99775,                      1,                  0.995,                0.36427,                0.82765,                0.83333,                0.72133,                0.18758,                 2.2445,                 1.9176,                0.94611,                 1.0762,              0.0014773,              0.0014773,              0.0014773
                    134,                 1.8508,                 2.1712,                0.88024,                0.88978,                0.99676,                      1,                  0.995,                   0.38,                0.65883,                0.66667,                0.63686,                0.17734,                 2.0859,                 1.6725,                0.88142,                 1.0388,              0.0014733,              0.0014733,              0.0014733
                    135,                 1.8957,                 2.0625,                0.92329,                0.89286,                  0.997,                      1,                  0.995,                0.34855,                0.82683,                0.83333,                  0.801,                0.27879,                 2.3425,                 1.4939,                0.94448,                 1.0569,              0.0014694,              0.0014694,              0.0014694
                    136,                 2.0724,                  2.354,                0.90613,                0.88172,                      1,                0.99344,                  0.995,                0.36724,                0.83289,                 0.8311,                0.82707,                0.24845,                 2.2157,                 1.5861,                 0.8998,                 1.0518,              0.0014654,              0.0014654,              0.0014654
                    137,                 1.9601,                 2.0921,                0.88449,                 0.8996,                      1,                0.99457,                  0.995,                 0.2921,                0.95069,                0.66667,                0.77656,                 0.1762,                  2.234,                 1.5548,                0.95632,                 1.0679,              0.0014614,              0.0014614,              0.0014614
                    138,                 2.0261,                 2.1104,                0.91565,                0.87194,                0.99618,                      1,                  0.995,                0.24407,                0.65969,                0.66667,                0.50782,                0.12125,                  2.259,                 1.9733,                 1.1235,                 1.1066,              0.0014575,              0.0014575,              0.0014575
                    139,                 1.9267,                 1.9609,                0.90536,                0.89631,                0.99423,                      1,                  0.995,                0.22417,                0.82625,                0.83333,                0.80946,                0.13033,                 2.5409,                 1.6545,                 1.1531,                 1.1349,              0.0014535,              0.0014535,              0.0014535
                    140,                 1.8621,                 1.9183,                0.88364,                0.89102,                0.99265,                      1,                  0.995,                0.24825,                0.82514,                0.83333,                0.81451,                0.27689,                 2.4419,                 1.3818,                 1.0713,                 1.1118,              0.0014496,              0.0014496,              0.0014496
                    141,                 2.0275,                 2.0496,                0.94177,                0.88763,                0.99315,                      1,                  0.995,                0.28649,                0.65815,                0.66667,                0.64136,                0.19823,                 2.4392,                 1.3526,                 1.0388,                 1.0863,              0.0014456,              0.0014456,              0.0014456
                    142,                 1.8854,                 1.9429,                0.87291,                0.86387,                0.83233,                0.82831,                0.79981,                0.25231,                0.66614,                0.66667,                0.61814,                0.18469,                  2.479,                  1.495,                 1.0196,                 1.0858,              0.0014416,              0.0014416,              0.0014416
                    143,                 1.9055,                 1.9359,                0.93258,                0.86787,                0.99214,                0.83333,                0.97214,                0.21997,                0.71782,                    0.5,                0.61407,                 0.1666,                 2.5039,                 1.5944,                0.99614,                 1.1111,              0.0014377,              0.0014377,              0.0014377
                    144,                 1.9837,                 1.9567,                0.96579,                0.91333,                      1,                0.97897,                  0.995,                0.27784,                0.69888,                    0.5,                 0.4917,                0.17101,                 2.4076,                 2.3809,                0.97139,                 1.0922,              0.0014337,              0.0014337,              0.0014337
                    145,                 1.8124,                 1.7101,                0.88946,                0.87268,                  0.833,                0.83169,                0.81395,                0.25831,                0.87998,                0.66667,                 0.7077,                0.18265,                 2.4561,                 2.3611,                  1.131,                 1.0826,              0.0014298,              0.0014298,              0.0014298
                    146,                 1.9661,                 1.8186,                0.87876,                0.86496,                      1,                0.99248,                  0.995,                0.31709,                0.88345,                0.66667,                0.70911,                0.29886,                 2.3241,                 1.5792,                 1.1288,                 1.1059,              0.0014258,              0.0014258,              0.0014258
                    147,                 1.9123,                 1.9928,                0.91677,                0.91669,                 0.9983,                      1,                  0.995,                0.28093,                0.82607,                0.83333,                0.81483,                0.25766,                 2.3829,                 1.5105,                 1.0732,                 1.1188,              0.0014218,              0.0014218,              0.0014218
                    148,                 1.9226,                 1.8312,                0.92407,                0.86658,                0.99118,                      1,                  0.995,                0.28644,                0.82299,                0.83333,                  0.818,                0.27306,                 2.3419,                 1.3912,                 1.0324,                 1.1086,              0.0014179,              0.0014179,              0.0014179
                    149,                 1.8353,                 1.5497,                0.83871,                0.88442,                0.99065,                      1,                  0.995,                0.33594,                0.82308,                0.83333,                 0.8174,                0.20427,                 2.2053,                 1.5451,                0.96223,                 1.0558,              0.0014139,              0.0014139,              0.0014139
                    150,                 1.9195,                 2.2391,                0.82112,                0.87565,                0.82962,                0.83333,                0.73328,                0.27993,                0.82962,                0.83333,                0.81662,                0.22934,                 2.4478,                 1.7075,                0.96849,                 1.1368,                0.00141,                0.00141,                0.00141
                    151,                  1.795,                 1.9702,                0.83288,                0.87457,                0.82241,                0.83333,                0.74188,                0.28348,                0.82241,                0.83333,                0.82521,                 0.1925,                  2.555,                 1.7458,                 1.0041,                 1.1363,               0.001406,               0.001406,               0.001406
                    152,                 1.7596,                 2.0563,                0.84226,                0.87969,                0.82435,                0.83333,                 0.7374,                0.26549,                0.82435,                0.83333,                0.82074,                0.25717,                 2.6177,                 1.8266,                 1.0526,                 1.1455,               0.001402,               0.001402,               0.001402
                    153,                 1.7628,                 2.0099,                0.80826,                0.87695,                0.99746,                      1,                  0.995,                0.31122,                0.99746,                      1,                  0.995,                0.23714,                 2.5555,                 1.6723,                0.97918,                 1.1349,              0.0013981,              0.0013981,              0.0013981
                    154,                 1.7079,                 1.8952,                 0.8361,                 0.8812,                      1,                0.99095,                  0.995,                0.37986,                      1,                0.99095,                  0.995,                0.47836,                 2.2943,                 1.7916,                0.95833,                 1.1023,              0.0013941,              0.0013941,              0.0013941
                    155,                 1.7847,                 2.0816,                0.86577,                0.87591,                      1,                0.99406,                  0.995,                 0.3853,                      1,                0.99406,                  0.995,                0.29292,                 2.3284,                 1.9553,                  1.018,                  1.098,              0.0013902,              0.0013902,              0.0013902
                    156,                 1.6965,                  1.845,                0.77746,                0.86395,                 0.9816,                      1,                  0.995,                0.35512,                 0.9816,                      1,                  0.995,                0.26247,                 2.3658,                 1.9987,                0.97261,                 1.0887,              0.0013862,              0.0013862,              0.0013862
                    157,                 1.7052,                 1.6117,                0.85917,                0.87018,                      1,                0.98476,                  0.995,                0.29176,                      1,                0.98476,                  0.995,                0.20162,                 2.5166,                  1.904,                0.96553,                 1.0776,              0.0013822,              0.0013822,              0.0013822
                    158,                 1.7589,                 2.0058,                0.82896,                0.87959,                0.97887,                0.83333,                0.97214,                0.28637,                0.85003,                0.95019,                0.85286,                0.18993,                 2.5967,                 1.9196,                 1.0105,                 1.1044,              0.0013783,              0.0013783,              0.0013783
                    159,                 1.9609,                 2.0781,                0.92158,                0.87665,                0.98109,                0.83333,                0.97214,                0.28326,                0.98109,                0.83333,                0.94167,                 0.2836,                 2.6062,                 2.0668,                 1.0782,                  1.125,              0.0013743,              0.0013743,              0.0013743
                    160,                 1.7625,                 2.0082,                0.88173,                0.87746,                      1,                0.98485,                  0.995,                0.26998,                0.78747,                0.66667,                0.77243,                0.23607,                 2.4617,                 1.8197,                 1.0829,                 1.0972,              0.0013704,              0.0013704,              0.0013704
                    161,                 1.8798,                  1.995,                0.87069,                0.88777,                0.68511,                0.83333,                0.67043,                0.21164,                      1,                0.65606,                  0.855,                0.27167,                 2.5936,                 1.8487,                 1.0949,                 1.1332,              0.0013664,              0.0013664,              0.0013664
                    162,                 1.8352,                 1.7611,                0.81641,                0.86919,                0.48497,                0.66667,                0.47463,                0.20398,                0.94942,                0.66667,                0.77139,                 0.2676,                 2.6592,                 2.2631,                 1.1764,                 1.1686,              0.0013624,              0.0013624,              0.0013624
                    163,                  1.811,                 2.1081,                0.81857,                0.87618,                0.55132,                0.66667,                0.54634,                0.23663,                 0.9854,                0.66667,                0.77038,                0.27466,                 2.6879,                 2.3815,                 1.1395,                 1.1558,              0.0013585,              0.0013585,              0.0013585
                    164,                 1.7254,                 1.9313,                0.83675,                0.85155,                0.83008,                0.81707,                0.74276,                0.24695,                0.98377,                0.83333,                  0.955,                0.29184,                 2.3708,                 1.8292,                 1.0132,                 1.0643,              0.0013545,              0.0013545,              0.0013545
                    165,                 1.7794,                 2.1224,                0.88049,                0.84741,                0.82945,                0.81391,                0.74481,                0.31018,                      1,                0.98058,                  0.995,                0.27169,                 2.4531,                 1.5723,                0.93414,                 1.0493,              0.0013506,              0.0013506,              0.0013506
                    166,                 1.7051,                 1.8924,                0.79155,                0.86024,                0.82944,                0.81385,                0.74373,                0.29965,                0.82944,                0.81385,                0.79873,                0.23416,                 2.4584,                 1.7026,                0.94781,                 1.0712,              0.0013466,              0.0013466,              0.0013466
                    167,                 1.8087,                 1.9553,                0.82666,                0.85046,                0.78654,                0.66667,                0.70683,                0.27064,                0.78654,                0.66667,                0.77283,                0.26145,                 2.4545,                 2.1149,                0.96397,                 1.0905,              0.0013426,              0.0013426,              0.0013426
                    168,                 1.7597,                 1.9683,                0.78448,                0.87747,                0.82999,                 0.8166,                 0.7711,                 0.2929,                0.66045,                0.65111,                0.51664,                0.09751,                 2.4539,                 3.0004,                0.97951,                 1.0984,              0.0013387,              0.0013387,              0.0013387
                    169,                 1.7124,                 1.6953,                0.79089,                0.86241,                0.78728,                0.66667,                0.73612,                0.28741,                0.67384,                    0.5,                0.56136,                0.16697,                 2.4832,                 2.3826,                 1.0308,                 1.0908,              0.0013347,              0.0013347,              0.0013347
                    170,                 1.6885,                  1.719,                0.78857,                0.87427,                0.98573,                0.83333,                0.97214,                0.35764,                0.84732,                0.66667,                  0.801,                0.27367,                 2.4178,                 1.9656,                0.98995,                 1.0849,              0.0013308,              0.0013308,              0.0013308
                    171,                 1.8835,                 1.8647,                0.85489,                0.85844,                      1,                0.99058,                  0.995,                0.33858,                0.83198,                0.82655,                0.82178,                0.22778,                 2.3858,                 2.0906,                0.99901,                 1.0604,              0.0013268,              0.0013268,              0.0013268
                    172,                 1.8292,                 1.6363,                 0.8408,                0.84211,                0.83122,                0.82276,                0.73693,                0.27061,                      1,                 0.9869,                  0.995,                0.33818,                 2.4321,                 2.1939,                0.98465,                  1.039,              0.0013228,              0.0013228,              0.0013228
                    173,                   1.72,                  1.734,                0.84482,                0.85385,                0.82994,                0.81638,                 0.7357,                0.22167,                0.82994,                0.81638,                0.84841,                0.26022,                 2.4953,                 2.5057,                 1.0409,                 1.0326,              0.0013189,              0.0013189,              0.0013189
                    174,                 1.8085,                 1.9946,                0.86648,                0.88389,                      1,                0.99315,                  0.995,                0.32338,                 0.8326,                0.82968,                0.82521,                0.20866,                 2.5233,                  2.544,                 1.1725,                  1.056,              0.0013149,              0.0013149,              0.0013149
                    175,                 1.7562,                 2.1121,                0.81154,                0.85841,                0.99675,                      1,                  0.995,                0.33456,                0.82777,                0.83333,                0.82707,                0.29061,                 2.5456,                 2.5683,                 1.1145,                 1.0661,               0.001311,               0.001311,               0.001311
                    176,                 1.8929,                 2.1605,                0.87912,                0.88813,                0.83286,                0.83098,                0.74481,                0.27027,                      1,                0.99378,                  0.995,                0.41127,                 2.5696,                 2.1497,                 1.0591,                 1.0765,               0.001307,               0.001307,               0.001307
                    177,                 1.7405,                 1.9005,                0.81607,                0.87872,                0.82962,                0.83333,                0.74188,                0.27698,                0.82962,                0.83333,                0.82521,                0.30832,                 2.4826,                 2.2279,                0.99626,                 1.0572,               0.001303,               0.001303,               0.001303
                    178,                 1.7329,                 1.8294,                0.81323,                0.85421,                0.99451,                      1,                  0.995,                0.22072,                0.82588,                0.83333,                0.81408,                0.17138,                 2.8549,                 2.3852,                  1.236,                 1.0939,              0.0012991,              0.0012991,              0.0012991
                    179,                 1.7336,                 1.9596,                 0.7646,                0.87491,                0.82784,                0.83333,                0.81061,                0.24581,                0.66012,                0.66667,                0.49729,                0.12198,                 2.6506,                 2.3305,                 1.1834,                 1.0811,              0.0012951,              0.0012951,              0.0012951
                    180,                 1.7165,                 1.7238,                0.79565,                 0.8682,                0.83199,                0.82662,                 0.7374,                0.25284,                0.70375,                0.83333,                0.74548,                0.19457,                 2.5669,                 2.2214,                 1.2144,                 1.0944,              0.0012912,              0.0012912,              0.0012912
                    181,                 1.7737,                  1.659,                0.76467,                0.86392,                0.83177,                0.82553,                0.73903,                0.24228,                0.85151,                      1,                0.92357,                0.23424,                 2.6005,                 2.2374,                 1.1872,                 1.1184,              0.0012872,              0.0012872,              0.0012872
                    182,                 1.7772,                 1.7263,                0.78504,                0.84853,                      1,                0.99536,                  0.995,                0.28757,                0.83311,                0.83219,                0.79193,                0.24275,                 2.6147,                 2.4911,                 1.1647,                 1.1478,              0.0012832,              0.0012832,              0.0012832
                    183,                 1.7094,                 1.6571,                0.76471,                0.86924,                      1,                0.99749,                  0.995,                0.29111,                      1,                0.99749,                  0.995,                0.21433,                 2.7557,                 2.6787,                 1.3089,                 1.1627,              0.0012793,              0.0012793,              0.0012793
                    184,                 1.6973,                 1.8076,                0.86196,                 0.8639,                0.82942,                0.81377,                0.73183,                0.27738,                  0.659,                0.64751,                0.49861,                0.17158,                 2.7567,                 2.8426,                 1.0545,                 1.1584,              0.0012753,              0.0012753,              0.0012753
                    185,                 1.7478,                 1.7558,                0.77348,                0.89946,                0.68944,                0.83333,                0.69346,                0.31796,                0.68944,                0.83333,                0.70143,                0.12732,                 2.4925,                  2.868,                0.90344,                 1.1319,              0.0012714,              0.0012714,              0.0012714
                    186,                 1.8336,                 1.9052,                0.79167,                0.85531,                0.70136,                0.83333,                0.69638,                0.31186,                0.70136,                0.83333,                0.66338,                0.10061,                 2.3818,                 2.9574,                0.91092,                 1.1238,              0.0012674,              0.0012674,              0.0012674
                    187,                 1.7444,                 1.6814,                0.80936,                0.86442,                0.68703,                0.83333,                0.70212,                0.30555,                0.54708,                0.66667,                0.49429,                0.09553,                 2.4402,                 2.7246,                0.91397,                 1.1325,              0.0012634,              0.0012634,              0.0012634
                    188,                 1.6625,                 1.7544,                0.83356,                0.87268,                0.82874,                0.83333,                0.74883,                0.36276,                0.61878,                0.81398,                0.65083,                0.11722,                 2.4056,                 2.8278,                 1.0294,                 1.1332,              0.0012595,              0.0012595,              0.0012595
                    189,                  1.714,                 1.8764,                0.78121,                0.86431,                0.82055,                0.83333,                  0.746,                0.36576,                0.62121,                0.82155,                0.65083,                0.11032,                  2.265,                 2.9348,                 1.0369,                 1.1211,              0.0012555,              0.0012555,              0.0012555
                    190,                 1.8143,                 2.0271,                0.91741,                0.86362,                0.99155,                      1,                  0.995,                0.37298,                0.62461,                0.83213,                0.60938,                0.16392,                 2.3218,                 3.1809,                 1.0424,                 1.1237,              0.0012516,              0.0012516,              0.0012516
                    191,                 1.6727,                 1.8295,                0.84085,                0.85194,                0.83195,                 0.8264,                0.74033,                0.29333,                0.66596,                 0.6649,                0.51263,                0.18707,                 2.4823,                 3.2208,                0.97958,                   1.14,              0.0012476,              0.0012476,              0.0012476
                    192,                 1.6198,                 1.7019,                0.75616,                0.85229,                0.83124,                0.82286,                0.74107,                0.34972,                0.66367,                0.65918,                0.55552,                0.21234,                 2.3453,                 2.8486,                 0.9085,                 1.0905,              0.0012436,              0.0012436,              0.0012436
                    193,                 1.6603,                  1.859,                0.81024,                0.82038,                0.83162,                0.82475,                0.74033,                0.33643,                0.83162,                0.82475,                0.79533,                0.24472,                 2.2166,                 2.6622,                0.83315,                 1.0728,              0.0012397,              0.0012397,              0.0012397
                    194,                  1.734,                 1.5358,                0.76905,                0.87728,                      1,                0.98272,                  0.995,                0.31753,                0.66073,                0.65182,                0.56165,                0.17732,                 2.2174,                 2.5195,                0.89066,                 1.0896,              0.0012357,              0.0012357,              0.0012357
                    195,                 1.6309,                 1.8582,                0.76248,                0.86081,                      1,                0.98433,                  0.995,                0.25295,                0.66228,                 0.6557,                0.53272,                0.17151,                 2.3563,                 2.7555,                 1.0375,                 1.1074,              0.0012318,              0.0012318,              0.0012318
                    196,                 1.5962,                 1.8518,                0.80659,                0.84575,                      1,                0.99538,                  0.995,                0.25792,                0.85633,                      1,                0.92357,                0.26876,                 2.4834,                  2.684,                 1.2147,                  1.125,              0.0012278,              0.0012278,              0.0012278
                    197,                 1.7157,                 1.7727,                0.75253,                 0.8684,                0.82848,                0.83333,                0.78633,                 0.2347,                0.49174,                    0.5,                 0.2625,                0.11232,                 2.4448,                 3.0366,                 1.2662,                   1.14,              0.0012238,              0.0012238,              0.0012238
                    198,                 1.6966,                 1.9235,                0.81812,                0.85091,                0.82679,                0.83333,                0.78649,                0.22985,                0.65869,                0.66667,                0.53649,                0.14464,                  2.578,                 3.0943,                 1.1477,                 1.1651,              0.0012199,              0.0012199,              0.0012199
                    199,                 1.6297,                 1.7299,                0.73733,                0.84878,                0.82629,                0.83333,                 0.7929,                0.21563,                0.82629,                0.83333,                 0.7929,                0.21119,                  2.685,                 2.5166,                  1.156,                 1.1607,              0.0012159,              0.0012159,              0.0012159
                    200,                 1.7175,                 2.0362,                0.78631,                0.86635,                0.99471,                      1,                  0.995,                0.21169,                0.85591,                0.99136,                0.94786,                0.21592,                 3.0091,                 2.2773,                 1.2539,                 1.1816,               0.001212,               0.001212,               0.001212
                    201,                 1.6284,                 1.7102,                 0.7145,                0.84534,                      1,                 0.9976,                  0.995,                0.19471,                0.71392,                0.83333,                0.80186,                0.20946,                 2.9567,                 2.3784,                 1.2738,                 1.1647,               0.001208,               0.001208,               0.001208
                    202,                 1.6984,                 2.1177,                0.79028,                0.84515,                0.70195,                0.83333,                0.63811,                 0.1899,                0.70195,                0.83333,                0.79386,                0.20029,                 2.9556,                 2.4855,                 1.1445,                 1.1321,               0.001204,               0.001204,               0.001204
                    203,                 1.6958,                 1.6471,                 0.7745,                0.87341,                0.71096,                0.83333,                0.71011,                0.19707,                0.83275,                 0.8304,                0.82521,                 0.1757,                 2.9136,                 2.6123,                 1.1083,                 1.1077,              0.0012001,              0.0012001,              0.0012001
                    204,                  1.734,                 1.6312,                0.75296,                0.87856,                0.67867,                0.83333,                 0.6749,                0.24989,                0.67867,                0.83333,                0.80043,                   0.18,                 2.6384,                 2.6518,                 1.1219,                 1.0736,              0.0011961,              0.0011961,              0.0011961
                    205,                 1.6851,                 1.5914,                0.72624,                0.83862,                0.70758,                0.80987,                0.67743,                0.26295,                0.70758,                0.80987,                0.71043,                0.19459,                 2.4963,                 2.6534,                 1.0411,                 1.0689,              0.0011922,              0.0011922,              0.0011922
                    206,                 1.6792,                 1.6403,                0.72006,                0.86599,                0.71354,                0.83071,                 0.7601,                0.28595,                0.56076,                0.64177,                0.51636,                0.11097,                 2.4333,                 2.9449,                0.93683,                 1.0919,              0.0011882,              0.0011882,              0.0011882
                    207,                 1.7237,                 2.0421,                0.81847,                0.84923,                0.98278,                0.83333,                0.97214,                0.33334,                0.57003,                0.66341,                0.51956,                0.11394,                 2.3771,                 2.8842,                0.99812,                 1.0988,              0.0011842,              0.0011842,              0.0011842
                    208,                  1.783,                 2.0018,                0.84927,                0.84502,                0.70662,                 0.8065,                0.68257,                 0.2973,                0.73302,                    0.5,                0.55773,                0.18696,                 2.4483,                 2.3438,                0.99442,                 1.1227,              0.0011803,              0.0011803,              0.0011803
                    209,                 1.6335,                 1.5991,                0.74934,                0.83426,                0.68157,                0.83333,                0.68257,                0.29835,                0.68157,                0.83333,                0.71557,                0.18641,                  2.557,                 2.2472,                0.98369,                 1.1235,              0.0011763,              0.0011763,              0.0011763
                    210,                 1.7877,                 1.7343,                0.78596,                 0.8702,                0.82444,                0.83333,                0.71283,                0.27218,                0.65738,                0.66667,                0.47138,                0.06556,                 2.5608,                  2.259,                 1.0602,                 1.1013,              0.0011724,              0.0011724,              0.0011724
                    211,                 1.7737,                 1.9656,                0.78577,                0.86049,                0.82412,                0.83333,                0.70858,                0.26154,                0.49176,                    0.5,                0.31711,                0.08557,                  2.622,                 2.2304,                 1.1113,                 1.1347,              0.0011684,              0.0011684,              0.0011684
                    212,                 1.7092,                 1.8178,                0.76171,                0.86818,                0.83019,                 0.8176,                 0.7322,                0.24306,                0.66234,                0.65584,                0.45797,                0.10402,                 2.5362,                 2.4877,                 1.1351,                 1.1426,              0.0011644,              0.0011644,              0.0011644
                    213,                 1.6386,                 1.9818,                0.77223,                0.87998,                0.83289,                 0.8311,                0.73261,                0.21758,                0.78228,                0.66667,                0.68052,                0.19344,                  2.605,                 2.6134,                 1.1927,                 1.1554,              0.0011605,              0.0011605,              0.0011605
