frame_number,timestamp,video_timestamp,centroid x1,centroid y1,velocity x1,velocity y1,distance1,centroid x2,centroid y2,velocity x2,velocity y2,distance2
0,2024-05-11 19:56:02:625107,00:03:59:984,496.5,387.0,,,0.0,,,,,
1,2024-05-11 19:56:02:747123,00:04:00:032,496.5,382.5,0.0,-134.90702850441622,4.5,,,,,
2,2024-05-11 19:56:02:815571,00:04:00:064,496.5,382.5,0.0,0.0,0.0,,,,,
3,2024-05-11 19:56:02:883523,00:04:00:096,496.5,382.5,0.0,0.0,0.0,,,,,
4,2024-05-11 19:56:02:949491,00:04:00:128,496.5,383.38235294117646,0.0,26.45235853027749,0.8823529411764639,,,,,
5,2024-05-11 19:56:03:032819,00:04:00:160,496.5,382.5,0.0,-26.45235853027749,0.8823529411764639,,,,,
6,2024-05-11 19:56:03:134499,00:04:00:192,,,,,,,,,,
7,2024-05-11 19:56:03:224771,00:04:00:224,496.5,382.5,0.0,17.98760380058951,0.6000000000000227,,,,,
8,2024-05-11 19:56:03:290243,00:04:00:256,496.5,378.9,0.0,-107.92562280353366,3.6000000000000227,,,,,
9,2024-05-11 19:56:03:356211,00:04:00:288,496.5,370.5,0.0,-251.82645320824292,8.399999999999977,,,,,
10,2024-05-11 19:56:03:423172,00:04:00:320,496.5,366.0,0.0,-134.90702850441622,4.5,,,,,
11,2024-05-11 19:56:03:488147,00:04:00:352,,,,,,,,,,
12,2024-05-11 19:56:03:554115,00:04:00:384,496.5,360.5869565217391,0.0,-162.2794690705298,5.4130434782608745,,,,,
13,2024-05-11 19:56:03:618595,00:04:00:432,,,,,,,,,,
14,2024-05-11 19:56:03:686051,00:04:00:464,,,,,,,,,,
15,2024-05-11 19:56:03:756483,00:04:00:496,,,,,,,,,,
16,2024-05-11 19:56:03:824435,00:04:00:528,,,,,,,,,,
17,2024-05-11 19:56:03:892883,00:04:00:560,,,,,,,,,,
18,2024-05-11 19:56:03:963315,00:04:00:592,,,,,,,,,,
19,2024-05-11 19:56:04:051107,00:04:00:624,,,,,,,,,,
20,2024-05-11 19:56:04:120051,00:04:00:656,,,,,,,,,,
21,2024-05-11 19:56:04:197923,00:04:00:688,,,,,,,,,,
22,2024-05-11 19:56:04:265380,00:04:00:720,,,,,,,,,,
23,2024-05-11 19:56:04:329859,00:04:00:752,,,,,,,,,,
24,2024-05-11 19:56:04:394339,00:04:00:784,,,,,,,,,,
25,2024-05-11 19:56:04:458819,00:04:00:832,,,,,,,,,,
26,2024-05-11 19:56:04:529748,00:04:00:864,,,,,,,,,,
27,2024-05-11 19:56:04:601171,00:04:00:896,,,,,,,,,,
28,2024-05-11 19:56:04:666643,00:04:00:928,,,,,,,,,,
29,2024-05-11 19:56:04:732611,00:04:00:960,,,,,,,,,,
30,2024-05-11 19:56:04:799075,00:04:00:992,,,,,,,,,,
31,2024-05-11 19:56:04:864548,00:04:01:024,,,,,,,,,,
32,2024-05-11 19:56:04:933491,00:04:01:056,,,,,,,,,,
33,2024-05-11 19:56:05:000452,00:04:01:088,,,,,,,,,,
34,2024-05-11 19:56:05:067411,00:04:01:120,,,,,,,,,,
35,2024-05-11 19:56:05:138836,00:04:01:152,508.5,337.5,,,0.0,,,,,
36,2024-05-11 19:56:05:222163,00:04:01:184,,,,,,,,,,
37,2024-05-11 19:56:05:290115,00:04:01:232,,,,,,,,,,
38,2024-05-11 19:56:05:353604,00:04:01:264,508.5,328.5,,,0.0,,,,,
39,2024-05-11 19:56:05:416596,00:04:01:296,,,,,,,,,,
40,2024-05-11 19:56:05:479092,00:04:01:328,508.5,328.5,,,0.0,,,,,
41,2024-05-11 19:56:05:541588,00:04:01:360,508.5,328.5,0.0,0.0,0.0,,,,,
42,2024-05-11 19:56:05:606564,00:04:01:392,508.5,328.5,0.0,0.0,0.0,,,,,
43,2024-05-11 19:56:05:672035,00:04:01:424,508.5,328.5,0.0,0.0,0.0,,,,,
44,2024-05-11 19:56:05:738003,00:04:01:456,508.5,328.5,0.0,0.0,0.0,,,,,
45,2024-05-11 19:56:05:806947,00:04:01:488,,,,,,,,,,
46,2024-05-11 19:56:05:874403,00:04:01:520,508.5,327.0,,,0.0,,,,,
47,2024-05-11 19:56:05:940371,00:04:01:552,508.5,328.5,0.0,44.96900950147207,1.5,,,,,
48,2024-05-11 19:56:06:008323,00:04:01:584,508.5,327.0,0.0,-44.96900950147207,1.5,,,,,
49,2024-05-11 19:56:06:076771,00:04:01:632,508.5,328.5,0.0,44.96900950147207,1.5,,,,,
50,2024-05-11 19:56:06:147699,00:04:01:664,508.5,324.6,0.0,-116.9194247038267,3.8999999999999773,,,,,
51,2024-05-11 19:56:06:231523,00:04:01:696,507.8787878787879,324.969696969697,0.0,7.708973057393801,0.25714285714281004,508.5,324.85714285714283,0.0,7.708973057393801,0.25714285714281004
52,2024-05-11 19:56:06:294019,00:04:01:728,507.17241379310343,325.51724137931035,-39.800157834636735,19.789317810172466,1.4826379179387525,,,,,
53,2024-05-11 19:56:06:358995,00:04:01:760,508.5,324.85714285714283,39.800157834636735,-19.789317810172466,1.4826379179387525,,,,,
54,2024-05-11 19:56:06:422979,00:04:01:792,508.5,324.0,0.0,-25.696576857983313,0.8571428571428328,,,,,
55,2024-05-11 19:56:06:487459,00:04:01:824,,,,,,,,,,
56,2024-05-11 19:56:06:535572,00:04:01:856,508.5,327.75,0.0,112.42252375368018,3.75,,,,,
57,2024-05-11 19:56:06:600547,00:04:01:888,508.5,326.3181818181818,0.0,-42.92496361504168,1.431818181818187,,,,,
58,2024-05-11 19:56:06:667012,00:04:01:920,,,,,,,,,,
59,2024-05-11 19:56:06:720579,00:04:01:952,508.5,319.5,0.0,-204.40458864305472,6.818181818181813,,,,,
60,2024-05-11 19:56:06:784563,00:04:02:000,,,,,,,,,,
61,2024-05-11 19:56:06:837635,00:04:02:032,,,,,,,,,,
62,2024-05-11 19:56:06:892691,00:04:02:064,,,,,,,,,,
63,2024-05-11 19:56:06:944773,00:04:02:096,,,,,,,,,,
64,2024-05-11 19:56:06:996851,00:04:02:128,,,,,,,,,,
65,2024-05-11 19:56:07:053891,00:04:02:160,520.5,295.5,359.7520760117766,-719.5041520235532,26.832815729997478,,,,,
66,2024-05-11 19:56:07:122339,00:04:02:192,520.5,293.25,0.0,-67.45351425220811,2.25,,,,,
67,2024-05-11 19:56:07:202195,00:04:02:224,520.5,294.6818181818182,0.0,42.92496361504168,1.431818181818187,,,,,
68,2024-05-11 19:56:07:272132,00:04:02:256,520.5,293.25,0.0,-42.92496361504168,1.431818181818187,,,,,
69,2024-05-11 19:56:07:334627,00:04:02:288,520.5,293.25,0.0,0.0,0.0,,,,,
70,2024-05-11 19:56:07:398611,00:04:02:320,520.5,292.5,0.0,-22.484504750736036,0.75,,,,,
71,2024-05-11 19:56:07:461603,00:04:02:352,520.5,286.5,0.0,-179.8760380058883,6.0,,,,,
72,2024-05-11 19:56:07:534019,00:04:02:400,520.5,286.5,0.0,0.0,0.0,,,,,
73,2024-05-11 19:56:07:599987,00:04:02:432,520.5,292.5,0.0,179.8760380058883,6.0,,,,,
74,2024-05-11 19:56:07:668931,00:04:02:464,520.5,286.5,0.0,-179.8760380058883,6.0,,,,,
75,2024-05-11 19:56:07:740356,00:04:02:496,520.5,286.5,0.0,0.0,0.0,,,,,
76,2024-05-11 19:56:07:814259,00:04:02:528,520.5,286.5,0.0,0.0,0.0,,,,,
77,2024-05-11 19:56:07:878739,00:04:02:560,520.5,286.5,0.0,0.0,0.0,,,,,
78,2024-05-11 19:56:07:963059,00:04:02:592,520.5,286.5,0.0,0.0,0.0,,,,,
79,2024-05-11 19:56:08:029027,00:04:02:624,520.5,286.5,0.0,0.0,0.0,,,,,
80,2024-05-11 19:56:08:094003,00:04:02:656,520.5,286.5,0.0,0.0,0.0,,,,,
81,2024-05-11 19:56:08:173859,00:04:02:688,520.5,285.0,0.0,-44.96900950147207,1.5,,,,,
82,2024-05-11 19:56:08:252723,00:04:02:720,520.5,284.14285714285717,0.0,-25.696576857983313,0.8571428571428328,,,,,
83,2024-05-11 19:56:08:315715,00:04:02:752,520.5,283.5,0.0,-19.272432643488763,0.6428571428571672,,,,,
84,2024-05-11 19:56:08:381188,00:04:02:800,520.5,281.25,0.0,-67.45351425220811,2.25,,,,,
85,2024-05-11 19:56:08:445667,00:04:02:832,520.5,282.6818181818182,0.0,42.92496361504168,1.431818181818187,,,,,
86,2024-05-11 19:56:08:508659,00:04:02:864,520.5,281.25,0.0,-42.92496361504168,1.431818181818187,,,,,
87,2024-05-11 19:56:08:570660,00:04:02:896,520.5,282.6818181818182,0.0,42.92496361504168,1.431818181818187,,,,,
88,2024-05-11 19:56:08:637619,00:04:02:928,520.5,282.6818181818182,0.0,0.0,0.0,,,,,
89,2024-05-11 19:56:08:714003,00:04:02:960,520.5,282.6818181818182,0.0,0.0,0.0,,,,,
90,2024-05-11 19:56:08:783443,00:04:02:992,520.5,281.25,0.0,-42.92496361504168,1.431818181818187,,,,,
91,2024-05-11 19:56:08:850899,00:04:03:024,520.5,281.25,0.0,0.0,0.0,,,,,
92,2024-05-11 19:56:08:918355,00:04:03:056,520.5,282.0,0.0,22.484504750736036,0.75,,,,,
93,2024-05-11 19:56:08:984820,00:04:03:088,520.5,281.25,0.0,-22.484504750736036,0.75,,,,,
94,2024-05-11 19:56:09:054755,00:04:03:120,520.5,281.25,0.0,0.0,0.0,,,,,
95,2024-05-11 19:56:09:121219,00:04:03:152,520.5,282.6818181818182,0.0,42.92496361504168,1.431818181818187,,,,,
96,2024-05-11 19:56:09:201571,00:04:03:200,,,,,,,,,,
97,2024-05-11 19:56:09:263572,00:04:03:232,520.5,270.0,0.0,-380.1925348760822,12.681818181818187,,,,,
98,2024-05-11 19:56:09:328051,00:04:03:264,520.5,268.5,0.0,-44.96900950147207,1.5,,,,,
99,2024-05-11 19:56:09:391540,00:04:03:296,520.5,266.0769230769231,0.0,-72.64224611776206,2.4230769230769056,,,,,
100,2024-05-11 19:56:09:457011,00:04:03:328,520.5,264.5869565217391,0.0,-44.66821345129568,1.489966555183969,,,,,
101,2024-05-11 19:56:09:518515,00:04:03:360,,,,,,,,,,
102,2024-05-11 19:56:09:567123,00:04:03:392,,,,,,,,,,
103,2024-05-11 19:56:09:620195,00:04:03:424,520.5,255.0,0.0,-287.41062594419094,9.586956521739125,,,,,
104,2024-05-11 19:56:09:687156,00:04:03:456,,,,,,,,,,
105,2024-05-11 19:56:09:737747,00:04:03:488,,,,,,,,,,
106,2024-05-11 19:56:09:790819,00:04:03:520,520.5,255.0,0.0,0.0,0.0,,,,,
107,2024-05-11 19:56:09:855795,00:04:03:552,,,,,,,,,,
108,2024-05-11 19:56:09:906387,00:04:03:600,,,,,,,,,,
109,2024-05-11 19:56:09:958468,00:04:03:632,,,,,,,,,,
110,2024-05-11 19:56:10:010548,00:04:03:664,,,,,,,,,,
111,2024-05-11 19:56:10:065603,00:04:03:696,,,,,,,,,,
112,2024-05-11 19:56:10:119669,00:04:03:728,,,,,,,,,,
113,2024-05-11 19:56:10:182164,00:04:03:760,,,,,,,,,,
114,2024-05-11 19:56:10:247139,00:04:03:792,,,,,,,,,,
115,2024-05-11 19:56:10:294757,00:04:03:824,,,,,,,,,,
116,2024-05-11 19:56:10:345843,00:04:03:856,532.5,232.5,359.7520760117766,-674.5351425220811,25.5,,,,,
117,2024-05-11 19:56:10:411812,00:04:03:888,532.5,226.5,0.0,-179.8760380058883,6.0,,,,,
118,2024-05-11 19:56:10:485716,00:04:03:920,532.5,226.5,0.0,0.0,0.0,,,,,
119,2024-05-11 19:56:10:546723,00:04:03:968,532.5,226.5,0.0,0.0,0.0,,,,,
120,2024-05-11 19:56:10:613187,00:04:04:000,532.5,226.5,0.0,0.0,0.0,,,,,
121,2024-05-11 19:56:10:686100,00:04:04:032,532.5,226.5,0.0,0.0,0.0,,,,,
122,2024-05-11 19:56:10:752563,00:04:04:064,532.5,226.5,0.0,0.0,0.0,,,,,
123,2024-05-11 19:56:10:818036,00:04:04:096,532.5,226.5,0.0,0.0,0.0,,,,,
124,2024-05-11 19:56:10:886979,00:04:04:128,532.5,226.5,0.0,0.0,0.0,,,,,
125,2024-05-11 19:56:10:953443,00:04:04:160,532.5,226.5,0.0,0.0,0.0,,,,,
126,2024-05-11 19:56:11:021396,00:04:04:192,532.5,226.5,0.0,0.0,0.0,,,,,
127,2024-05-11 19:56:11:100755,00:04:04:224,532.5,226.5,0.0,0.0,0.0,,,,,
128,2024-05-11 19:56:11:177635,00:04:04:256,532.5,226.5,0.0,0.0,0.0,,,,,
129,2024-05-11 19:56:11:276835,00:04:04:288,532.5,226.5,0.0,0.0,0.0,,,,,
130,2024-05-11 19:56:11:342307,00:04:04:320,532.5,226.5,0.0,0.0,0.0,,,,,
131,2024-05-11 19:56:11:406787,00:04:04:368,532.5,226.5,0.0,0.0,0.0,,,,,
132,2024-05-11 19:56:11:473252,00:04:04:400,532.5,226.5,0.0,0.0,0.0,,,,,
133,2024-05-11 19:56:11:537235,00:04:04:432,532.5,226.5,0.0,0.0,0.0,,,,,
134,2024-05-11 19:56:11:601219,00:04:04:464,532.5,226.5,0.0,0.0,0.0,,,,,
135,2024-05-11 19:56:11:668675,00:04:04:496,532.5,226.5,0.0,0.0,0.0,,,,,
136,2024-05-11 19:56:11:737619,00:04:04:528,532.5,226.5,0.0,0.0,0.0,,,,,
137,2024-05-11 19:56:11:817971,00:04:04:560,532.5,226.5,0.0,0.0,0.0,,,,,
138,2024-05-11 19:56:11:887411,00:04:04:592,532.5,226.5,0.0,0.0,0.0,,,,,
139,2024-05-11 19:56:11:953379,00:04:04:624,532.5,226.5,0.0,0.0,0.0,,,,,
140,2024-05-11 19:56:12:022323,00:04:04:656,532.5,226.5,0.0,0.0,0.0,,,,,
141,2024-05-11 19:56:12:089283,00:04:04:688,532.5,226.5,0.0,0.0,0.0,,,,,
142,2024-05-11 19:56:12:167156,00:04:04:720,532.5,226.5,0.0,0.0,0.0,,,,,
143,2024-05-11 19:56:12:245523,00:04:04:768,533.1860465116279,226.06976744186048,20.567221399896813,-12.898087996545877,0.8097900161153133,,,,,
144,2024-05-11 19:56:12:309011,00:04:04:800,535.3220338983051,224.74576271186442,64.03549139100897,-39.6927875221246,2.513052056980958,,,,,
145,2024-05-11 19:56:12:373491,00:04:04:832,536.955223880597,224.955223880597,48.96195722092969,6.279507524616798,1.6465671864413904,,,,,
146,2024-05-11 19:56:12:444420,00:04:04:864,536.3538461538461,224.35384615384615,-18.028907138823605,-18.0289071388219,0.8504765372801998,,,,,
147,2024-05-11 19:56:12:509891,00:04:04:896,536.3538461538461,224.35384615384615,0.0,0.0,0.0,,,,,
148,2024-05-11 19:56:12:573379,00:04:04:928,537.2957746478874,224.28169014084506,28.238394265498396,-2.1631896228229484,0.9446881909386838,,,,,
149,2024-05-11 19:56:12:637364,00:04:04:960,538.3529411764706,223.13235294117646,31.693154445665684,-34.456370301528196,1.561594399227536,,,,,
150,2024-05-11 19:56:12:710275,00:04:04:992,537.9041095890411,223.93150684931507,-13.455674613118092,23.958106458815692,0.9165679258885707,,,,,
151,2024-05-11 19:56:12:779715,00:04:05:024,537.439393939394,224.4848484848485,-13.931868309643113,16.588816843908553,0.7225978138921856,,,,,
152,2024-05-11 19:56:12:849155,00:04:05:056,538.4354838709677,225.41935483870967,29.86211839817203,28.015883403979224,1.3658320823546999,,,,,
153,2024-05-11 19:56:12:916612,00:04:05:088,536.6451612903226,224.6451612903226,-53.67268875982041,-23.20981135559783,1.950546229427026,,,,,
154,2024-05-11 19:56:12:982083,00:04:05:120,537.078125,224.515625,12.979966116184862,-3.8834124468680185,0.4519261271581751,,,,,
155,2024-05-11 19:56:13:049043,00:04:05:168,537.8392857142857,223.21428571428572,22.819095595239578,-39.013292469282824,1.507597283599042,,,,,
156,2024-05-11 19:56:13:119972,00:04:05:200,536.7457627118644,223.32203389830508,-32.78309752397468,3.230219407288552,1.0988185600835012,,,,,
157,2024-05-11 19:56:13:202307,00:04:05:232,537.1967213114754,223.2295081967213,13.519441033785037,-2.7738594357676263,0.46035276040954104,,,,,
158,2024-05-11 19:56:13:279683,00:04:05:264,536.7333333333333,223.48333333333332,-13.892065594623963,7.6095099866789795,0.5283517940375057,,,,,
159,2024-05-11 19:56:13:344659,00:04:05:296,538.952380952381,222.57142857142858,66.52558231011412,-27.338302601687815,2.3991128840438964,,,,,
160,2024-05-11 19:56:13:409139,00:04:05:328,538.6615384615385,222.73846153846154,-8.719265822751074,5.007538054375933,0.335394344846899,,,,,
161,2024-05-11 19:56:13:474115,00:04:05:360,537.5714285714286,223.23809523809524,-32.68077467066847,14.978688390722482,1.1991552886616377,,,,,
162,2024-05-11 19:56:13:537107,00:04:05:392,537.1774193548387,223.38709677419354,-11.812136136332317,4.466967661692156,0.42124187887416104,,,,,
163,2024-05-11 19:56:13:601091,00:04:05:424,536.6451612903226,223.8548387096774,-15.956745306973083,14.022594360674114,0.7085768592415527,,,,,
164,2024-05-11 19:56:13:669044,00:04:05:456,536.3538461538461,224.35384615384615,-8.733435426754493,14.959913665419569,0.5778173916351997,,,,,
165,2024-05-11 19:56:13:737491,00:04:05:488,536.6714285714286,224.67142857142858,9.52091116917733,9.520911169176477,0.4491293621163267,,,,,
166,2024-05-11 19:56:13:804947,00:04:05:520,536.4383561643835,227.2054794520548,-6.987356857959242,75.96917208539583,2.5447468661004846,,,,,
167,2024-05-11 19:56:13:872403,00:04:05:568,536.6714285714286,228.32857142857142,6.987356857959242,33.66955584200236,1.1470215057451199,,,,,
168,2024-05-11 19:56:13:941347,00:04:05:600,536.5522388059702,228.5820895522388,-3.5732304635838594,7.600305941329509,0.28013860715341665,,,,,
169,2024-05-11 19:56:14:011283,00:04:05:632,536.3538461538461,228.64615384615385,-5.947680705593471,1.9206052278469685,0.2084799227063855,,,,,
170,2024-05-11 19:56:14:081715,00:04:05:664,536.3538461538461,228.64615384615385,0.0,0.0,0.0,,,,,
171,2024-05-11 19:56:14:154132,00:04:05:696,536.3538461538461,228.64615384615385,0.0,0.0,0.0,,,,,
172,2024-05-11 19:56:14:247875,00:04:05:728,536.3538461538461,228.64615384615385,0.0,0.0,0.0,,,,,
173,2024-05-11 19:56:14:315331,00:04:05:760,536.3538461538461,228.64615384615385,0.0,0.0,0.0,,,,,
174,2024-05-11 19:56:14:377331,00:04:05:792,536.3538461538461,228.64615384615385,0.0,0.0,0.0,,,,,
175,2024-05-11 19:56:14:438835,00:04:05:824,544.5,232.5,244.21631313876472,115.53576287301273,9.011767454984755,,,,,
176,2024-05-11 19:56:14:500836,00:04:05:856,544.5,234.0,0.0,44.96900950147207,1.5,,,,,
177,2024-05-11 19:56:14:564819,00:04:05:888,,,,,,,,,,
178,2024-05-11 19:56:14:629795,00:04:05:936,,,,,,,,,,
179,2024-05-11 19:56:14:698243,00:04:05:968,,,,,,,,,,
180,2024-05-11 19:56:14:769171,00:04:06:000,532.5,232.5,,,0.0,,,,,
181,2024-05-11 19:56:14:837620,00:04:06:032,,,,,,,,,,
182,2024-05-11 19:56:14:904083,00:04:06:064,532.5,232.5,,,0.0,,,,,
183,2024-05-11 19:56:14:970547,00:04:06:096,532.5,231.0,0.0,-44.96900950147207,1.5,,,,,
184,2024-05-11 19:56:15:041476,00:04:06:128,532.5,230.07692307692307,0.0,-27.673236616290836,0.923076923076934,,,,,
185,2024-05-11 19:56:15:109427,00:04:06:160,532.5686274509804,232.2549019607843,2.0574056634675797,65.2943687482412,2.1790598306548494,,,,,
186,2024-05-11 19:56:15:196723,00:04:06:192,532.5,231.0,-2.0574056634675797,-37.62113213195036,1.256777091694616,,,,,
187,2024-05-11 19:56:15:268147,00:04:06:224,532.5,231.0,0.0,0.0,0.0,,,,,
188,2024-05-11 19:56:15:330644,00:04:06:256,532.5,231.0,0.0,0.0,0.0,,,,,
189,2024-05-11 19:56:15:394628,00:04:06:288,532.5,231.0,0.0,0.0,0.0,,,,,
190,2024-05-11 19:56:15:460596,00:04:06:336,532.5,231.0,0.0,0.0,0.0,,,,,
191,2024-05-11 19:56:15:529043,00:04:06:368,532.5,231.0,0.0,0.0,0.0,,,,,
192,2024-05-11 19:56:15:592531,00:04:06:400,532.5,230.07692307692307,0.0,-27.673236616290836,0.923076923076934,,,,,
193,2024-05-11 19:56:15:656515,00:04:06:432,532.5,228.0,0.0,-62.264782386653316,2.076923076923066,,,,,
194,2024-05-11 19:56:15:724963,00:04:06:464,536.9827586206897,224.98275862068965,134.39014333773252,-90.45490416962785,5.4035979117982125,,,,,
195,2024-05-11 19:56:15:795892,00:04:06:496,536.9827586206897,224.98275862068965,0.0,0.0,0.0,,,,,
196,2024-05-11 19:56:15:881204,00:04:06:528,537.6041666666666,226.625,18.629402882553265,49.233312126611786,1.755877190330828,,,,,
197,2024-05-11 19:56:15:948163,00:04:06:560,537.811320754717,226.20754716981133,6.210342769204864,-12.514960191446999,0.46602540877995074,,,,,
198,2024-05-11 19:56:16:020083,00:04:06:592,536.2173913043479,227.3913043478261,-47.784952398884606,35.48825852372096,1.9854198924297088,,,,,
199,2024-05-11 19:56:16:087539,00:04:06:624,536.9827586206897,224.98275862068965,22.94520674712648,-72.20661045888575,2.527227660625657,,,,,
200,2024-05-11 19:56:16:166900,00:04:06:656,536.3538461538461,224.35384615384615,-18.854380464720645,-18.854380464719796,0.8894165401556204,,,,,
201,2024-05-11 19:56:16:245763,00:04:06:688,537.0,223.05263157894737,19.371265631404352,-39.00955372138476,1.452815942515934,,,,,
202,2024-05-11 19:56:16:314212,00:04:06:736,537.0,223.05263157894737,0.0,0.0,0.0,,,,,
203,2024-05-11 19:56:16:375717,00:04:06:768,536.7457627118644,223.32203389830508,-7.621866017200101,8.07650363927697,0.3704243625274645,,,,,
204,2024-05-11 19:56:16:437220,00:04:06:800,537.52,222.04,23.21112264437654,-38.434529702727176,1.4976829753799512,,,,,
205,2024-05-11 19:56:16:503187,00:04:06:832,539.438596491228,221.68421052631578,57.51825589568411,-10.666333481752705,1.9513069071105036,,,,,
206,2024-05-11 19:56:16:565683,00:04:06:864,550.5,220.5,331.6135729903881,-35.501849606425054,11.124612449632096,,,,,
207,2024-05-11 19:56:16:635123,00:04:06:896,550.5,220.5,0.0,0.0,0.0,,,,,
208,2024-05-11 19:56:16:699107,00:04:06:928,550.5,220.5,0.0,0.0,0.0,,,,,
209,2024-05-11 19:56:16:773012,00:04:06:960,550.5,220.5,0.0,0.0,0.0,,,,,
210,2024-05-11 19:56:16:857332,00:04:06:992,550.5,220.5,0.0,0.0,0.0,,,,,
211,2024-05-11 19:56:16:933220,00:04:07:024,549.0,220.5,-44.96900950147207,0.0,1.5,,,,,
212,2024-05-11 19:56:17:006628,00:04:07:056,549.0,220.5,0.0,0.0,0.0,,,,,
213,2024-05-11 19:56:17:079043,00:04:07:088,548.1428571428571,220.5,-25.696576857985015,0.0,0.8571428571428896,,,,,
214,2024-05-11 19:56:17:151955,00:04:07:136,546.6818181818181,220.5,-43.800983280655196,0.0,1.4610389610389802,,,,,
215,2024-05-11 19:56:17:228339,00:04:07:168,547.5,220.5,294.3426076460006,0.0,9.81818181818187,556.5,220.5,294.3426076460006,0.0,9.81818181818187
216,2024-05-11 19:56:17:290835,00:04:07:200,549.0,220.5,-224.84504750736036,0.0,7.5,,,,,
217,2024-05-11 19:56:17:355811,00:04:07:232,552.0,220.5,224.84504750736036,-22.484504750736036,7.5374067158406675,556.5,219.75,224.84504750736036,-22.484504750736036,7.5374067158406675
218,2024-05-11 19:56:17:418803,00:04:07:264,550.5308641975308,213.8641975308642,0.0,-157.39153325515227,5.25,556.5,214.5,0.0,-157.39153325515227,5.25
219,2024-05-11 19:56:17:480804,00:04:07:296,549.0540540540541,209.21621621621622,-223.2245426604602,-158.40434878446445,9.130196170057088,,,,,
220,2024-05-11 19:56:17:542308,00:04:07:328,,,,,,,,,,
221,2024-05-11 19:56:17:596371,00:04:07:360,549.2727272727273,206.12727272727273,6.555678698821405,-92.60448606920701,3.096673998736601,,,,,
222,2024-05-11 19:56:17:661348,00:04:07:392,,,,,,,,,,
223,2024-05-11 19:56:17:711940,00:04:07:424,,,,,,,,,,
224,2024-05-11 19:56:17:764515,00:04:07:456,556.5,204.85714285714286,216.6688639616388,-38.0776547986489,7.338031136577206,,,,,
225,2024-05-11 19:56:17:833956,00:04:07:488,,,,,,,,,,
226,2024-05-11 19:56:17:887523,00:04:07:536,556.5,202.5,0.0,-70.66558635945624,2.357142857142861,,,,,
227,2024-05-11 19:56:17:954483,00:04:07:568,556.5,202.5,0.0,0.0,0.0,,,,,
228,2024-05-11 19:56:18:021443,00:04:07:600,557.7173913043479,201.7608695652174,36.49658742148591,-22.158642363043803,1.4242034221008308,,,,,
229,2024-05-11 19:56:18:085427,00:04:07:632,568.5,186.6818181818182,323.25548859029067,-452.06000328884335,18.53759533776554,,,,,
230,2024-05-11 19:56:18:155860,00:04:07:664,568.5,189.0,0.0,69.4975601386385,2.318181818181813,,,,,
231,2024-05-11 19:56:18:231748,00:04:07:696,568.5,189.0,0.0,0.0,0.0,,,,,
232,2024-05-11 19:56:18:293747,00:04:07:728,568.5,189.0,0.0,0.0,0.0,,,,,
233,2024-05-11 19:56:18:356244,00:04:07:760,568.5,190.5,0.0,44.96900950147207,1.5,,,,,
234,2024-05-11 19:56:18:417252,00:04:07:792,568.5,189.0,0.0,-44.96900950147207,1.5,,,,,
235,2024-05-11 19:56:18:479748,00:04:07:824,568.5,189.0,0.0,0.0,0.0,,,,,
236,2024-05-11 19:56:18:543731,00:04:07:856,568.5,189.0,0.0,0.0,0.0,,,,,
237,2024-05-11 19:56:18:605731,00:04:07:904,568.5,189.0,0.0,0.0,0.0,,,,,
238,2024-05-11 19:56:18:669716,00:04:07:936,568.5,187.5,0.0,-44.96900950147207,1.5,,,,,
239,2024-05-11 19:56:18:733203,00:04:07:968,,,,,,,,,,
240,2024-05-11 19:56:18:785284,00:04:08:000,,,,,,,,,,
241,2024-05-11 19:56:18:837860,00:04:08:032,,,,,,,,,,
242,2024-05-11 19:56:18:903828,00:04:08:064,568.5,196.5,,,0.0,,,,,
243,2024-05-11 19:56:18:966820,00:04:08:096,568.5,189.61764705882354,0.0,-206.3283965361658,6.882352941176464,,,,,
244,2024-05-11 19:56:19:034275,00:04:08:128,568.5,190.5,0.0,26.45235853027749,0.8823529411764639,,,,,
245,2024-05-11 19:56:19:098755,00:04:08:160,568.5,192.61764705882354,0.0,63.48566047266666,2.117647058823536,,,,,
246,2024-05-11 19:56:19:172164,00:04:08:192,568.5,198.0,0.0,161.35938703469373,5.382352941176464,,,,,
247,2024-05-11 19:56:19:241603,00:04:08:224,568.5,196.5,0.0,-44.96900950147207,1.5,,,,,
248,2024-05-11 19:56:19:302612,00:04:08:256,,,,,,,,,,
249,2024-05-11 19:56:19:364611,00:04:08:304,,,,,,,,,,
250,2024-05-11 19:56:19:430580,00:04:08:336,,,,,,,,,,
251,2024-05-11 19:56:19:493076,00:04:08:368,,,,,,,,,,
252,2024-05-11 19:56:19:558051,00:04:08:400,,,,,,,,,,
253,2024-05-11 19:56:19:622036,00:04:08:432,,,,,,,,,,
254,2024-05-11 19:56:19:684532,00:04:08:464,,,,,,,,,,
255,2024-05-11 19:56:19:751492,00:04:08:496,,,,,,,,,,
256,2024-05-11 19:56:19:815972,00:04:08:528,,,,,,,,,,
257,2024-05-11 19:56:19:881444,00:04:08:560,,,,,,,,,,
258,2024-05-11 19:56:19:946915,00:04:08:592,,,,,,,,,,
259,2024-05-11 19:56:20:027268,00:04:08:624,,,,,,,,,,
260,2024-05-11 19:56:20:092739,00:04:08:656,,,,,,,,,,
261,2024-05-11 19:56:20:166644,00:04:08:704,,,,,,,,,,
